depth	min95%	max95%	best	acc.rate
936	14634	15205	14883	0.211416490486258
937	14637	15213	14887	0.211416490486258
938	14639	15221	14892	0.211416490486258
939	14642	15229	14897	0.211416490486258
940	14645	15237	14901	0.211416490486258
941	14648	15244	14906	0.211416490486258
942	14650	15252	14911	0.211416490486258
943	14653	15260	14916	0.211416490486258
944	14655	15269	14920	0.211416490486258
945	14658	15277	14925	0.211416490486258
946	14660	15285	14930	0.211416490486258
947	14663	15294	14935	0.211416490486258
948	14665	15301	14939	0.211416490486258
949	14668	15310	14944	0.211416490486258
950	14670	15318	14949	0.211416490486258
951	14673	15325	14953	0.211416490486258
952	14676	15333	14958	0.211416490486258
953	14679	15340	14963	0.211416490486258
954	14681	15348	14968	0.211416490486258
955	14684	15357	14972	0.211416490486258
956	14686	15365	14977	0.211416490486258
957	14689	15373	14982	0.211416490486258
958	14692	15381	14987	0.211416490486258
959	14694	15389	14991	0.211416490486258
960	14697	15397	14996	0.211416490486258
961	14699	15405	15001	0.211416490486258
962	14702	15413	15005	0.211416490486258
963	14704	15421	15010	0.211416490486258
964	14706	15429	15015	0.211416490486258
965	14709	15437	15020	0.211416490486258
966	14711	15445	15024	0.211416490486258
967	14714	15453	15029	0.211416490486258
968	14716	15461	15034	0.211416490486258
969	14719	15469	15039	0.211416490486258
970	14721	15477	15043	0.211416490486258
971	14723	15485	15048	0.211416490486258
972	14726	15493	15053	0.211416490486258
973	14728	15501	15057	0.211416490486258
974	14731	15509	15062	0.211416490486258
975	14733	15518	15067	0.211416490486258
976	14736	15526	15072	0.211416490486258
977	14739	15534	15076	0.211416490486258
978	14741	15543	15081	0.211416490486258
979	14743	15550	15086	0.211416490486258
980	14746	15559	15091	0.211416490486258
981	14748	15567	15095	0.211416490486258
982	14751	15576	15100	0.211416490486258
983	14753	15585	15105	0.211416490486258
984	14755	15593	15109	0.211416490486258
985	14758	15601	15114	0.211416490486258
986	14760	15610	15119	0.211416490486258
987	14762	15618	15124	0.211416490486258
988	14765	15627	15128	0.211416490486258
989	14767	15635	15133	0.211416490486258
990	14769	15642	15138	0.211416490486258
991	14771	15650	15143	0.211416490486258
992	14774	15659	15147	0.211416490486258
993	14777	15667	15152	0.211416490486258
994	14779	15675	15157	0.211416490486258
995	14781	15683	15161	0.211416490486258
996	14783	15692	15166	0.211416490486258
997	14786	15700	15171	0.211416490486258
998	14788	15708	15176	0.211416490486258
999	14791	15716	15180	0.211416490486258
1000	14793	15724	15185	0.211416490486258
1001	14795	15732	15190	0.211416490486258
1002	14797	15740	15195	0.211416490486258
1003	14799	15748	15199	0.211416490486258
1004	14801	15757	15204	0.211416490486258
1005	14803	15765	15209	0.211416490486258
1006	14805	15774	15214	0.211416490486258
1007	14807	15782	15218	0.211416490486258
1008	14808	15791	15223	0.211416490486258
1009	14810	15799	15228	0.211416490486258
1010	14811	15807	15232	0.211416490486258
1011	14814	15815	15237	0.211416490486258
1012	14815	15824	15242	0.211416490486258
1013	14817	15832	15247	0.211416490486258
1014	14819	15839	15251	0.211416490486258
1015	14821	15847	15256	0.211416490486258
1016	14823	15855	15261	0.211416490486258
1017	14824	15864	15266	0.211416490486258
1018	14826	15872	15270	0.211416490486258
1019	14828	15881	15275	0.211416490486258
1020	14830	15889	15280	0.211416490486258
1021	14831	15897	15284	0.211416490486258
1022	14833	15904	15289	0.211416490486258
1023	14835	15912	15294	0.211416490486258
1024	14837	15920	15299	0.211416490486258
1025	14839	15929	15303	0.211416490486258
1026	14841	15937	15308	0.211416490486258
1027	14842	15945	15313	0.211416490486258
1028	14844	15953	15318	0.211416490486258
1029	14847	15962	15322	0.211416490486258
1030	14849	15970	15327	0.211416490486258
1031	14851	15978	15332	0.211416490486258
1032	14853	15987	15336	0.211416490486258
1033	14854	15995	15341	0.211416490486258
1034	14856	16003	15346	0.211416490486258
1035	14858	16011	15351	0.211416490486258
1036	14860	16020	15355	0.211416490486258
1037	14861	16029	15360	0.211416490486258
1038	14863	16038	15365	0.211416490486258
1039	14864	16047	15370	0.211416490486258
1040	14867	16055	15374	NA
